text,label,label_text
Pulmonary manifestations of interferon (IFN) use are a rare but well known complication seen with both standard and pegylated interferon alpha-2b (pegIFNalpha-2b) forms of the agent.,0,Not-Related
"The case history confirms that gold treatment, even in the same patient, can give rise to a wide range of skin disturbances, which in many cases do not break out until long after the drug has been withdrawn.",1,Related
All patients only required one intravitreal bevacizumab injection to control the neovascularization.,0,Not-Related
The authors describe two cases of tardive dyskinesia in which severe axial dystonia and intense facial grimacing produced marked discomfort as well as social and physical disability.,0,Not-Related
"Fever dropped at least 1.5 degrees C, and heart rate dropped from rates of 120 to 140 to less than 100bpm.",0,Not-Related
"Calcium antagonists are drugs commonly prescribed for the treatment of hypertension, angina pectoris, cardiac arrhythmias and other disorders because of their efficacy and tolerability.",0,Not-Related
Presentation of three palliative care patients who were given ketamine as an analgesic and subsequently developed significant and debilitating urological symptoms.,1,Related
Transarterial embolization given for hepatoma in a patient with Budd-Chiari syndrome resulted in hepatic infarction and inferior vena cava thrombosis.,0,Not-Related
Osteonecrosis in a patient with Crohn's disease unrelated to corticosteroid use.,0,Not-Related
"CASE SUMMARY: A 15-year-old boy of Turkish origin, diagnosed as having FMF at the age of 14 years, was treated with colchicine 1.5 mg/d.",0,Not-Related
Psoriatic arthritis is an inflammatory arthritis associated with psoriasis.,0,Not-Related
"This observation illustrates that a coved ST-segment elevation in the right precordial leads should not be, systematically, regarded as a marker of a specific syndrome, but may also reflect a common electrical manifestation of abnormalities in the right ventricle or pericardium.",0,Not-Related
Cutaneous side effects caused by interferon are well known.,0,Not-Related
"Comparing baseline CGI with that obtained on the date of last evaluation for each patient, a significant improvement in clinical assessment of severity of illness was obtained for the total group (Wilcoxon signed rank test, p < 0.0001).",0,Not-Related
A neuroprotective and neuroregenerative treatment attempt with pyridoxine and pyridostigmine was initiated.,0,Not-Related
"During intravenous treatment with terlipressin for recurrent gastrointestinal (GI) bleeding, a 50-year-old male with no history of heart disease developed a newly prolonged QT interval and torsade de pointes.",1,Related
This adverse reaction is reported for the first time in a patient not concomitantly treated with other drugs associated with the appearance of priapism.,0,Not-Related
"Recurring periods of prolonged erections in patients with sickle cell disease (stutter priapism) are uncommon, yet troubling sequelae of hemoglobinopathies.",0,Not-Related
We describe two cases of drug-induced myopathy during long-term treatment of chronic hepatitis B with clevudine.,0,Not-Related
"A patient with HIV infection was successfully treated for pulmonary tuberculosis, but pulmonary inflammation and lymphadenitis worsened dramatically after subsequent combination antiretroviral therapy.",0,Not-Related
Noncirrhotic portal hypertension (NCPH) represents a relatively infrequent group of conditions that causes portal hypertension in the absence of cirrhosis.,0,Not-Related
"Similar phenomenon associated with gemcitabine, the only FDA-approved drug for pancreatic cancer, is rarely reported.",0,Not-Related
Hypertension develops in most patients after transplantation when immunosuppression is based on cyclosporine and prednisone.,1,Related
"Adjuvant therapy of bullous pemphigoid with mycophenolate mofetil: old drug, new use.",0,Not-Related
"This complication has not previously been reported during treatment with sargramostim, a hematopoietic cytokine with activity that overlaps filgrastim.",0,Not-Related
Serotonin can also cause pruritus when injected into the skin.,0,Not-Related
CONCLUSIONS: It is probable that foscarnet contributed to the electrolyte disorders and symptomatology in this patient.,1,Related
A search of the literature yielded 15 instances of severe antithyroid-drug-induced granulocytopenia (ATDIA) (granulocyte count of less than 0.1 x 10(9)/L) treated with G-CSF.,0,Not-Related
Benzoyl peroxide (BP) is commonly used for topical acne treatment and has long been known to be a weak allergen and a strong irritant.,0,Not-Related
Worsening of obstructive sleep apnoeas in a patient with rheumatoid arthritis treated with anti-tumor necrosis factor.,0,Not-Related
"The authors suggest that risperidone may increase affect in patients with schizophrenia and that some patients, especially those with anxiety, may have difficulty managing the increase.",1,Related
CASES REPORT: Three eyes of three patients with mCNV were examined with fluorescein angiography (FA) and ICGA using Heidelberg Retinal Angiograph 2 and the conventional fundus camera before and after IVB.,0,Not-Related
"When a 34-year-old woman had dyspnea and chylothorax 8 months postpartum, lymphangiomyomatosis was diagnosed by open-lung biopsy.",0,Not-Related
Development of Crohn's disease in a patient with multiple sclerosis treated with copaxone.,1,Related
"So far, few cases of pulmonary side effects caused by ticlopidine have been reported.",1,Related
CONCLUSIONS: All primary eye care clinicians should be aware of this new and unique clinical presentation and be prepared to recognize it quickly and treat it appropriately.,0,Not-Related
We report the first case of tuberculous uveitis due to etanercept.,1,Related
The mother had systemic lupus erythematosus and cyclophosphamide exposure in the first trimester.,0,Not-Related
Erosive gastroduodenitis with marked epithelial atypia after hepatic arterial infusion chemotherapy.,0,Not-Related
"After ingesting 500 mg of the drug, she experience generalized maculopapular eruption and facial angioedema.",0,Not-Related
CONCLUSIONS: A potential interaction exists between VPA and all ritonavir-boosted antiretroviral regimens.,0,Not-Related
A 25-year-old woman with mild hyperphenylalaninemia developed disabling depression and panic attacks.,0,Not-Related
"Controlled clinical trials are indicated to determine if this finding is indicative of a class effect for all GABAergic antiepileptic drugs (AEDs), as already noted with vigabatrin, or if this case represents an incidental finding with tiagabine (41 references).",0,Not-Related
"Therefore, these patients might have to be treated with granulocyte colony-stimulating factor to be able to recover from severe neutropenia.",0,Not-Related
Dapsone in rheumatoid arthritis.,0,Not-Related
Primary sensory symptoms in parkinsonism.,0,Not-Related
"However, continued low-dose MTX led, in spite of normal liver tests, 8 years after the last biopsy to liver failure and death in 1 of our patients.",1,Related
Seven patients with congestive heart failure receiving long-term diuretic treatment (more than three years) experienced idionodal tachycardia in the presence of apparently normal serum digoxin levels.,0,Not-Related
"Akathisia is a relatively rare side effect with the newer atypical antipsychotic agents, particularly clozapine, and is easily misdiagnosed in children.",1,Related
CONCLUSION: Our case sheds new light on glucocorticoid pancreatotoxicity and confirms the role of macrolides as potential pancreatotoxic drugs.,0,Not-Related
We describe two cases that illustrate the use of lithium in the treatment of veterans with PTSD who complained of serious problems with irritability or angry outbursts.,1,Related
Acute renal failure following intravenous immunoglobulin therapy in a HIV-infected patient.,1,Related
"BACKGROUND: The risk/benefit ratio of warfarin therapy changes in the over 75s, when haemorrhagic side-effects become more common.",1,Related
